,code,name,lot_size,stock_type,stock_child_type,stock_owner,option_type,strike_time,strike_price,suspension,listing_date,stock_id,delisting,index_option_type,main_contract,last_trade_time,exchange_type
137,US.ACCYY,ACCOR SA SPON ADR EA REPR 0.2 ORD SHS,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212511891,False,N/A,False,,US_PINK
138,US.ACDC,ProFrac Holding,1,STOCK,N/A,,N/A,,N/A,N/A,2022-05-13,82879984138934,False,N/A,False,,US_NASDAQ
139,US.ACDCW,PROFRAC HOLDING CORP C/WTS 09/11/2023 (TO PUR COM),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,82879984138933,False,N/A,False,,US_NASDAQ
140,US.ACDSF,CAPITALAND ASCENDAS REIT,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212512029,False,N/A,False,,US_PINK
141,US.ACDVF,AIR CANADA,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,79809082513436,False,N/A,False,,US_PINK
142,US.ACDXF,AMERICAN COPPER DEV CORP,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84366042827630,False,N/A,False,,US_PINK
143,US.ACEL,Accel Entertainment,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,78254304350756,False,N/A,False,,US_NYSE
144,US.ACER,ACER THERAPEUTICS INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84593676076278,False,N/A,False,,US_PINK
145,US.ACET,艾切托,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,205430,False,N/A,False,,US_NASDAQ
146,US.ACEVW,ACE CONVERGENCE ACQUISITION CORP C/WTS 30/09/2027(TO PUR COM),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,79547089507943,False,N/A,False,,US_NASDAQ
147,US.ACFN,ACORN ENERGY INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212492252,False,N/A,False,,US_PINK
148,US.ACFND,ACORN ENERGY INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84211424004655,False,N/A,False,,US_PINK
149,US.ACGBY,农业银行(ADR),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,214679,False,N/A,False,,US_PINK
150,US.ACGL,艾奇资本,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,202987,False,N/A,False,,US_NASDAQ
151,US.ACGLL,ARCH CAP GRP DRC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80659486042509,False,N/A,False,,US_PINK
152,US.ACGLN,ARCH CAPITAL GROUP DEP SHS EACH REP 1/1000TH NCUM PFD SER G,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80706730682834,False,N/A,False,,US_NASDAQ
153,US.ACGLO,"Arch Capital Group Ltd.-Depositary Shares Each Representing 1/1,000th Interest in a Share of5.45% Non-Cumulative Preferred Sha",1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,74723841229461,False,N/A,False,,US_NASDAQ
154,US.ACGLP,Arch Capital Group Ltd.Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,1,STOCK,N/A,,N/A,,N/A,N/A,2016-09-23,212205,False,N/A,False,,US_NASDAQ
155,US.ACGN,Aceragen,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,83210696621221,False,N/A,False,,US_NASDAQ
156,US.ACGX,ALLIANCE CREATIVE GROUP INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212513657,False,N/A,False,,US_PINK
157,US.ACHC,阿卡迪亚医疗保健,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,206954,False,N/A,False,,US_NASDAQ
